index,match_id,x,y,xG,minute,result,team,h_a,player,home_score,away_score,home_goal_scored,away_goal_scored,test_home_score,home_current_score,away_current_score
978,18240,0.905,0.5729999923706055,0.12774959206581116,32,BlockedShot,Wolverhampton Wanderers,h,Raúl Jiménez,0,0,0,0,,0,0
979,18240,0.755,0.5670000076293945,0.019527504220604897,37,Goal,Wolverhampton Wanderers,h,Rúben Neves,0,0,1,0,,0,0
993,18240,0.8019999694824219,0.7190000152587891,0.03171299025416374,42,SavedShot,Newcastle United,a,Allan Saint-Maximin,0,0,0,0,,1,0
980,18240,0.74,0.49599998474121093,0.05787964165210724,49,BlockedShot,Wolverhampton Wanderers,h,Rúben Neves,0,0,0,0,,0,0
994,18240,0.7880000305175782,0.38,0.031825531274080276,53,BlockedShot,Newcastle United,a,Joelinton,0,0,0,0,,0,0
995,18240,0.845,0.45,0.07440818846225739,53,BlockedShot,Newcastle United,a,Miguel Almirón,0,0,0,0,,0,0
996,18240,0.7340000152587891,0.44099998474121094,0.0181211456656456,53,BlockedShot,Newcastle United,a,Fabian Schär,0,0,0,0,,0,0
981,18240,0.8590000152587891,0.720999984741211,0.052676357328891754,58,SavedShot,Wolverhampton Wanderers,h,Pedro Neto,0,0,0,0,,0,0
997,18240,0.8280000305175781,0.36900001525878906,0.04082559049129486,75,BlockedShot,Newcastle United,a,Miguel Almirón,0,0,0,0,,0,0
998,18240,0.9230000305175782,0.54,0.1053389310836792,76,MissedShots,Newcastle United,a,Joe Willock,0,0,0,0,,0,0
