index,match_id,x,y,xG,minute,result,team,h_a,player,home_score,away_score,home_goal_scored,away_goal_scored,test_home_score,home_current_score,away_current_score
999,18240,0.7680000305175781,0.365,0.025259271264076233,77,BlockedShot,Newcastle United,a,Matt Targett,0,0,0,0,,0,0
982,18240,0.7709999847412109,0.325,0.1191755160689354,79,SavedShot,Wolverhampton Wanderers,h,Matheus Nunes,0,0,0,0,,0,0
1000,18240,0.845999984741211,0.47,0.07746964693069458,79,BlockedShot,Newcastle United,a,Miguel Almirón,0,0,0,0,,0,0
1001,18240,0.855999984741211,0.5320000076293945,0.02768205851316452,83,SavedShot,Newcastle United,a,Elliot Anderson,0,0,0,0,,0,0
1002,18240,0.8119999694824219,0.5470000076293945,0.06257045269012451,89,Goal,Newcastle United,a,Allan Saint-Maximin,0,0,0,1,,0,0
983,18240,0.764000015258789,0.34,0.015975799411535263,93,BlockedShot,Wolverhampton Wanderers,h,Rúben Neves,0,0,0,0,,0,1
984,18240,0.769000015258789,0.515,0.020406754687428474,93,BlockedShot,Wolverhampton Wanderers,h,João Moutinho,0,0,0,0,,0,0
1003,18240,0.8019999694824219,0.3509999847412109,0.0488983690738678,93,SavedShot,Newcastle United,a,Allan Saint-Maximin,0,0,0,0,,0,0
1004,18240,0.97,0.5529999923706055,0.4037012457847595,96,ShotOnPost,Newcastle United,a,Elliot Anderson,0,0,0,0,,0,0
1005,18240,0.82,0.48700000762939455,0.17609475553035736,99,MissedShots,Newcastle United,a,Fabian Schär,0,0,0,0,,0,0
1006,18241,0.7380000305175781,0.585,0.015192159451544285,2,MissedShots,Nottingham Forest,h,Morgan Gibbs-White,1,1,0,0,,0,0
1023,18241,0.8209999847412109,0.4329999923706055,0.06352505832910538,4,Goal,Tottenham,a,Harry Kane,2,2,0,1,,0,0
1007,18241,0.789000015258789,0.35700000762939454,0.02740313485264778,10,BlockedShot,Nottingham Forest,h,Brennan Johnson,3,3,0,0,,0,1
1008,18241,0.7819999694824219,0.32599998474121095,0.019306529313325882,14,BlockedShot,Nottingham Forest,h,Ryan Yates,4,4,0,0,,0,0
1024,18241,0.8190000152587891,0.54,0.0676996037364006,15,MissedShots,Tottenham,a,Ben Davies,5,5,0,0,,0,0
1025,18241,0.8109999847412109,0.654000015258789,0.03456796333193779,15,MissedShots,Tottenham,a,Son Heung-Min,6,6,0,0,,0,0
1009,18241,0.7380000305175781,0.615,0.017902545630931854,17,BlockedShot,Nottingham Forest,h,Jesse Lingard,7,7,0,0,,0,0
1010,18241,0.7719999694824219,0.42900001525878906,0.026541193947196007,17,BlockedShot,Nottingham Forest,h,Ryan Yates,8,8,0,0,,0,0
1026,18241,0.8530000305175781,0.67,0.08643539994955063,17,MissedShots,Tottenham,a,Harry Kane,9,9,0,0,,0,0
1011,18241,0.7180000305175781,0.565,0.015605486929416656,20,SavedShot,Nottingham Forest,h,Lewis O&#039;Brien,10,10,0,0,,0,0
1027,18241,0.7819999694824219,0.41700000762939454,0.03403220698237419,30,BlockedShot,Tottenham,a,Dejan Kulusevski,11,11,0,0,,0,0
1012,18241,0.9030000305175782,0.524000015258789,0.08139024674892426,33,MissedShots,Nottingham Forest,h,Brennan Johnson,12,12,0,0,,0,0
1013,18241,0.875999984741211,0.27700000762939453,0.03838784992694855,34,MissedShots,Nottingham Forest,h,Neco Williams,13,13,0,0,,0,0
1014,18241,0.85,0.62,0.061583228409290314,41,MissedShots,Nottingham Forest,h,Morgan Gibbs-White,14,14,0,0,,0,0
1028,18241,0.8130000305175781,0.44599998474121094,0.06092739477753639,48,BlockedShot,Tottenham,a,Harry Kane,15,15,0,0,,0,0
1015,18241,0.86,0.4540000152587891,0.030526714399456978,50,MissedShots,Nottingham Forest,h,Ryan Yates,16,16,0,0,,0,0
1029,18241,0.895,0.6780000305175782,0.035703469067811966,51,MissedShots,Tottenham,a,Ivan Perisic,17,17,0,0,,0,0
1030,18241,0.885,0.5,0.7611688375473022,55,SavedShot,Tottenham,a,Harry Kane,18,18,0,0,,0,0
1016,18241,0.8919999694824219,0.4,0.09131517261266708,56,MissedShots,Nottingham Forest,h,Neco Williams,19,19,0,0,,0,0
1031,18241,0.9119999694824219,0.35700000762939454,0.08836698532104492,60,SavedShot,Tottenham,a,Son Heung-Min,20,20,0,0,,0,0
1017,18241,0.9469999694824218,0.47,0.08084983378648758,62,BlockedShot,Nottingham Forest,h,Ryan Yates,21,21,0,0,,0,0
1032,18241,0.919000015258789,0.3340000152587891,0.08475304394960403,63,MissedShots,Tottenham,a,Dejan Kulusevski,22,22,0,0,,0,0
1033,18241,0.8109999847412109,0.46099998474121096,0.06643088161945343,66,BlockedShot,Tottenham,a,Dejan Kulusevski,23,23,0,0,,0,0
1034,18241,0.9069999694824219,0.2989999961853027,0.08797268569469452,68,MissedShots,Tottenham,a,Pierre-Emile Højbjerg,24,24,0,0,,0,0
1035,18241,0.8490000152587891,0.3290000152587891,0.06058628112077713,69,BlockedShot,Tottenham,a,Dejan Kulusevski,25,25,0,0,,0,0
1036,18241,0.355,0.5420000076293945,0.006248930003494024,77,SavedShot,Tottenham,a,Harry Kane,26,26,0,0,,0,0
1037,18241,0.960999984741211,0.42400001525878905,0.14894242584705353,78,MissedShots,Tottenham,a,Richarlison,27,27,0,0,,0,0
1018,18241,0.8690000152587891,0.615,0.07393612712621689,79,MissedShots,Nottingham Forest,h,Emmanuel Dennis,28,28,0,0,,0,0
1038,18241,0.9490000152587891,0.45799999237060546,0.5086269974708557,80,Goal,Tottenham,a,Harry Kane,29,29,0,1,,0,0
1039,18241,0.9069999694824219,0.5670000076293945,0.13697484135627747,91,SavedShot,Tottenham,a,Richarlison,30,30,0,0,,0,1
1040,18241,0.9209999847412109,0.41,0.11410751938819885,91,BlockedShot,Tottenham,a,Djed Spence,31,31,0,0,,0,0
1019,18241,0.8059999847412109,0.725999984741211,0.06215503811836243,94,BlockedShot,Nottingham Forest,h,Emmanuel Dennis,32,32,0,0,,0,0
1020,18241,0.8480000305175781,0.5479999923706055,0.04771732911467552,96,MissedShots,Nottingham Forest,h,Remo Freuler,33,33,0,0,,0,0
1021,18241,0.9069999694824219,0.39799999237060546,0.08542998135089874,96,MissedShots,Nottingham Forest,h,Joe Worrall,34,34,0,0,,0,0
1022,18241,0.8159999847412109,0.3129999923706055,0.030202800408005714,97,BlockedShot,Nottingham Forest,h,Neco Williams,35,35,0,0,,0,0
